run,cluster,domain,account,date,link,url,fragment,uid,likes,keyword,case_name,flag,text,source_file
2026-09-05_13-23-41,qsh-alpha,picture.t9y3c.com,avyvq1,2025-01-19,https://www.threads.com/@avyvq1/post/DE_Ni6YTiHA,https://picture.t9y3c.com/d/71EBE02D,,,0.0,picture.t9y3c.com,['qsh-alpha'],1,后悔現在才知道，孩子最大的幸福，是小時候父母允許做這8件事 picture.t9y3c.com/d/71E… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,picture.t9y3c.com,avyvq1,2025-01-18,https://www.threads.com/@avyvq1/post/DE9n4L4Pfmn,https://picture.t9y3c.com/d/3B772753,,,0.0,picture.t9y3c.com,['qsh-alpha'],1,父母越沒本事，往往越喜歡把幾句話掛嘴邊，孩子也跟著遭殃 picture.t9y3c.com/d/3B7… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,picture.t9y3c.com,violet374546,2025-01-18,https://www.threads.com/@violet374546/post/DE9IeaRTNah,https://picture.t9y3c.com/d/A72ACB27,,,0.0,picture.t9y3c.com,['qsh-alpha'],1,孩子「最佳認字年齡」，非2歲也非5歲，這年齡段識字量更易爆發 picture.t9y3c.com/d/A72… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-07,https://www.threads.com/@jbn03297/post/Dc_RatenSQ-,https://roadstert.com/d/380DC30D,,,0.0,roadstert.com,['qsh-alpha'],1,20年前，美國一個水族館圈養大白鯊198天，為何最后只能放生了 roadstert.com/d/380… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-07,https://www.threads.com/@jbn03297/post/Dc-49JPnUvP,https://roadstert.com/d/35A7CE25,,,3.0,roadstert.com,['qsh-alpha'],1,火場獲救后，懷孕杜賓犬一步步走向消防員，那個吻讓全場紅了眼 roadstert.com/d/35A… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-07,https://www.threads.com/@qhw39489/post/Dc-uF2TD2cB,https://roadstert.com/d/567E4A45,,,0.0,roadstert.com,['qsh-alpha'],1,為什麼酒店做的白切雞那麼好吃？教你這個詳細步驟，口感滑嫩鮮香 roadstert.com/d/567… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-07,https://www.threads.com/@arrietlinor3235/post/Dc-aqb9kTFe,https://roadstert.com/d/EA4F6977,,,0.0,roadstert.com,['qsh-alpha'],1,「25年最火韓劇」收視：未知的首爾第2 、靈指第7、第一殺瘋了！ roadstert.com/d/EA4… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-07,https://www.threads.com/@hia153866/post/Dc-WBcEHWjm,https://roadstert.com/d/3BE26E51,,,0.0,roadstert.com,['qsh-alpha'],1,胰腺癌：從確診到死亡僅僅3個月，提醒：4個癥狀，可能是胰腺在求救 roadstert.com/d/3BE… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-07,https://www.threads.com/@qhw39489/post/Dc-Rx-ED9uo,https://roadstert.com/d/5E06C2A9,,,1.0,roadstert.com,['qsh-alpha'],1,這道蒜蓉排骨真的太好吃了，香嫩多汁，蒜香四溢！我一個人能吃一盤 roadstert.com/d/5E0… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-07,https://www.threads.com/@jbn03297/post/Dc-EV1VnVDu,https://roadstert.com/d/CD57208F,,,0.0,roadstert.com,['qsh-alpha'],1,越來越多人家里不買熱水器了，現在都流行用它替代，省電又省空間 roadstert.com/d/CD5… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-07,https://www.threads.com/@arrietlinor3235/post/Dc92m9fE6hG,https://roadstert.com/d/A3A51E3F,,,0.0,roadstert.com,['qsh-alpha'],1,李帝勳主演《模範計程車3》首播創2025年紀錄！瞬間收視飆至12.2%，網友反應卻褒貶不一 roadstert.com/d/A3A… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-06,https://www.threads.com/@jbn03297/post/Dc8xmb-nW1a,https://roadstert.com/d/89319390,,,1.0,roadstert.com,['qsh-alpha'],1,遛彎撞見愁眉小狗！泰迪縮在籠角耷拉臉，單手托回家時渾身發抖太揪心 roadstert.com/d/893… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-06,https://www.threads.com/@hia153866/post/Dc8laZ2HcUm,https://roadstert.com/d/8579BB29,,,0.0,roadstert.com,['qsh-alpha'],1,90歲腫瘤專家：最好的抗癌運動是它！不是散步和跑步 roadstert.com/d/857… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-06,https://www.threads.com/@arrietlinor3235/post/Dc8bdMDHQN-,https://roadstert.com/d/A7C9434C,,,0.0,roadstert.com,['qsh-alpha'],1,這部古裝魂穿劇笑到打鳴！是下飯劇沒錯，奇幻逗趣卻又凄美，第一集已笑瘋 roadstert.com/d/A7C… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-06,https://www.threads.com/@hia153866/post/Dc8DVmmEXi2,https://roadstert.com/d/2B96E690,,,0.0,roadstert.com,['qsh-alpha'],1,「新血壓標準」公布了，不再是120/80mmHg，高血壓患者要了解 roadstert.com/d/2B9… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-06,https://www.threads.com/@jbn03297/post/Dc7eWDrnXAZ,https://roadstert.com/d/1F4909EF,,,0.0,roadstert.com,['qsh-alpha'],1,驚見野外兔子頭上長滿「黑色觸手」，專家警告：遠離！看到也不要碰 roadstert.com/d/1F4… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-05,https://www.threads.com/@qhw39489/post/Dc6L4DXmy9N,https://roadstert.com/d/4CEB617D,,,0.0,roadstert.com,['qsh-alpha'],1,奶奶教我做紅燒蘿卜，鮮美多汁，比紅燒肉還好吃，滿口留香還暖胃！ roadstert.com/d/4CE… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-05,https://www.threads.com/@jbn03297/post/Dc6D9xQHcA8,https://roadstert.com/d/DB00F0C2,,,1.0,roadstert.com,['qsh-alpha'],1,礁石灘躺著個灰包袱！海豹脖子被塑料袋勒出血，黑亮眼睛淌淚哀求太揪心 roadstert.com/d/DB0… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-05,https://www.threads.com/@arrietlinor3235/post/Dc6BIhmHSzl,https://roadstert.com/d/768840A3,,,0.0,roadstert.com,['qsh-alpha'],1,李帝勳主演《模範計程車3》首播創2025年紀錄！瞬間收視飆至12.2%，網友反應卻褒貶不一 roadstert.com/d/768… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-05,https://www.threads.com/@jbn03297/post/Dc5lEMvkQdJ,https://roadstert.com/d/C5B88E3B,,,0.0,roadstert.com,['qsh-alpha'],1,流浪貓上門求收養，家貓不讓進，被拒2次后委屈極了，結局太意外 roadstert.com/d/C5B… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-05,https://www.threads.com/@jbn03297/post/Dc5QjXfkUzZ,https://roadstert.com/d/5481AC27,,,0.0,roadstert.com,['qsh-alpha'],1,家門口撿到「詭異怪鳥」！她狂拍片炫「小雞吃米圖」走進現實...眼尖網友急刷：快上交！這隻罰很重 roadstert.com/d/548… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-05,https://www.threads.com/@arrietlinor3235/post/Dc5Nok3kftx,https://roadstert.com/d/48468E9F,,,0.0,roadstert.com,['qsh-alpha'],1,李到晛太會挑劇本了 ！這角色根本演技封神，不是狗血親情劇，也不是苦情催淚彈，但從第一集就淚崩！ roadstert.com/d/484… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-05,https://www.threads.com/@hia153866/post/Dc4srNskxTL,https://roadstert.com/d/D803DD8A,,,0.0,roadstert.com,['qsh-alpha'],1,亞洲第一蔬菜！抗氧化力比番薯葉好十倍！能增強記憶力「降血糖」功效超好 roadstert.com/d/D80… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-04,https://www.threads.com/@jbn03297/post/Dc3n1sWE7Cn,https://roadstert.com/d/EB23E6C6,,,0.0,roadstert.com,['qsh-alpha'],1,撿來的狗總縮在陽台角落！叫它不應摸它就躲，卻在半夜偷偷扒我舊毛衣，紅繩在脖子上晃得人心疼 roadstert.com/d/EB2… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-04,https://www.threads.com/@jbn03297/post/Dc3SH-Fky4T,https://roadstert.com/d/4B8C241F,,,0.0,roadstert.com,['qsh-alpha'],1,消防栓后窸窣響！蹲下來驚見巴掌大毛球，三色毛攪成沒揉勻的線團，歪倒時肚皮貼地，小身子抖得像片楊樹葉 roadstert.com/d/4B8… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-04,https://www.threads.com/@arrietlinor3235/post/Dc2o7Mxkbbd,https://roadstert.com/d/38065AFD,,,0.0,roadstert.com,['qsh-alpha'],1,「25年最火韓劇」收視：未知的首爾第2 、靈指第7、第一殺瘋了！ roadstert.com/d/380… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-04,https://www.threads.com/@qhw39489/post/Dc2milwDyiT,https://roadstert.com/d/7940F014,,,0.0,roadstert.com,['qsh-alpha'],1,別再做水煮蝦了！蝦這麼做真的太好吃了，做法超簡單 roadstert.com/d/794… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-04,https://www.threads.com/@jbn03297/post/Dc2VnRzE6DB,https://roadstert.com/d/F3F8CF4E,,,0.0,roadstert.com,['qsh-alpha'],1,超暖畫面！阿嬤背柴步履蹣跚，狗狗秒衝「搶扛重擔」感動眾人，網笑：想讓我兒子拜這只狗為師 roadstert.com/d/F3F… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-04,https://www.threads.com/@hia153866/post/Dc2HiYBkzF6,https://roadstert.com/d/BC011610,,,0.0,roadstert.com,['qsh-alpha'],1,睡覺時腿抽筋，別再以為只是「缺鈣」！提醒：3種疾病你要關注 roadstert.com/d/BC0… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-03,https://www.threads.com/@jbn03297/post/Dc1E7uGk2XQ,https://roadstert.com/d/AA271759,,,0.0,roadstert.com,['qsh-alpha'],1,公園長椅旁的小可憐！沖人喵喵叫不跑，瘦得能摸骨頭，帶回家洗澡時，圓眼睛瞅得我心都化了 roadstert.com/d/AA2… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-03,https://www.threads.com/@arrietlinor3235/post/Dc08LZiE_hY,https://roadstert.com/d/06292638,,,0.0,roadstert.com,['qsh-alpha'],1,樸信惠攜全新角色強勢回歸！臥底的雙面人生+荒誕喜劇，狠狠期待了！ roadstert.com/d/062… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-03,https://www.threads.com/@jbn03297/post/Dc0ZKJNkcOC,https://roadstert.com/d/50F04136,,,0.0,roadstert.com,['qsh-alpha'],1,橘貓被綁在柱子上，繩子纏在一起，小貓不停地喘著粗氣，解開繩子的瞬間牠一個動作暖化好心人 roadstert.com/d/50F… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-03,https://www.threads.com/@qhw39489/post/Dc0Oo-SD6gy,https://roadstert.com/d/096D8E54,,,0.0,roadstert.com,['qsh-alpha'],1,這麼做真的太費米飯了！鮮香滑嫩的肉末豆腐抱蛋，營養又補鈣 roadstert.com/d/096… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-03,https://www.threads.com/@qhw39489/post/Dc0Ac-PD0co,https://roadstert.com/d/D24320D9,,,0.0,roadstert.com,['qsh-alpha'],1,超簡單的醬臥雞蛋蒸蝦仁，鮮美Q彈，雞蛋超滑嫩！低卡又美味，快試試 roadstert.com/d/D24… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-03,https://www.threads.com/@arrietlinor3235/post/Dcz-uRHE9NM,https://roadstert.com/d/780E7148,,,0.0,roadstert.com,['qsh-alpha'],1,韓劇瘋了？這都敢拍？！現實比我們想象的還要更黑暗，讓人毛骨悚然 roadstert.com/d/780… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-03,https://www.threads.com/@jbn03297/post/Dcz0VlwE-Nz,https://roadstert.com/d/229FA2C1,,,1.0,roadstert.com,['qsh-alpha'],1,下班喂完流浪貓想走，它突然抱緊電單車桿！本想騎車直接走，卻被它的反應暖到心 roadstert.com/d/229… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-03,https://www.threads.com/@hia153866/post/Dczf_uRE0j9,https://roadstert.com/d/8F7A6064,,,0.0,roadstert.com,['qsh-alpha'],1,嘴破發燒！女童照X光「驚見肺部白一半」呼吸急喘，送醫「不到12小時就走了」專家搖頭：輕忽變重癥 roadstert.com/d/8F7… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-02,https://www.threads.com/@jbn03297/post/DcyccwWkxnd,https://roadstert.com/d/34A55DCB,,,0.0,roadstert.com,['qsh-alpha'],1,晨跑在樹上發現一個「無毛幼崽」，心善將其帶回照顧，一周后被「它的樣子」驚住了！ roadstert.com/d/34A… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-02,https://www.threads.com/@jbn03297/post/DcyKgh5k8gO,https://roadstert.com/d/AE42C9D8,,,1.0,roadstert.com,['qsh-alpha'],1,鍋爐房里生活的流浪貓，渾身臟兮兮，沒人投喂，靠撿垃圾為生，看到結局淚目了 roadstert.com/d/AE4… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-02,https://www.threads.com/@arrietlinor3235/post/Dcx_sdHEy1B,https://roadstert.com/d/A16A693D,,,0.0,roadstert.com,['qsh-alpha'],1,這部劇堪稱韓劇be美學天花板！真實歷史事件改編！演員0片酬出演，只有四集，卻哭了3個小時 roadstert.com/d/A16… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-02,https://www.threads.com/@jbn03297/post/Dcx0MTokexJ,https://roadstert.com/d/2C81AB5E,,,0.0,roadstert.com,['qsh-alpha'],1,海豚媽媽疼得直拍水！小李戴著手套托住小海豚，指尖觸到它的瞬間，珍珠含淚蹭他手背，人類成了救命稻草！ roadstert.com/d/2C8… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-02,https://www.threads.com/@arrietlinor3235/post/DcxsubYEXZJ,https://roadstert.com/d/671C5299,,,0.0,roadstert.com,['qsh-alpha'],1,8.3分的奇幻懸疑佳作！無限流+重生+復仇，驚悚又刺激，熬夜連刷八集根本不夠看！ roadstert.com/d/671… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-01,https://www.threads.com/@qhw39489/post/DcvtSKfj3TN,https://roadstert.com/d/5BD40E51,,,0.0,roadstert.com,['qsh-alpha'],1,南瓜和番茄是絕配！有幸在親戚家吃到一次，驚艷到我了！簡單一做，上桌湯汁都不剩 roadstert.com/d/5BD… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-01,https://www.threads.com/@jbn03297/post/DcvYUtUE-LO,https://roadstert.com/d/A478D812,,,0.0,roadstert.com,['qsh-alpha'],1,男子野外撿到「不明生物」幼崽，帶回家精心照顧4個月后，他淚流滿面 roadstert.com/d/A47… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-09-01,https://www.threads.com/@hia153866/post/DcvUt_RHZuj,https://roadstert.com/d/31B18F01,,,1.0,roadstert.com,['qsh-alpha'],1,綠豆加它一起煮，是肝臟解毒劑！堅持喝3天，排出體內肝毒，腰骨腿腳不痛了，身體越來越強壯 roadstert.com/d/31B… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-09-01,https://www.threads.com/@arrietlinor3235/post/DcvSOuOE6lk,https://roadstert.com/d/85166C36,,,0.0,roadstert.com,['qsh-alpha'],1,第一集就十分驚艷，Netflix又一部新劇爆了 roadstert.com/d/851… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-09-01,https://www.threads.com/@qhw39489/post/DcupUuqj_Q1,https://roadstert.com/d/78E09812,,,0.0,roadstert.com,['qsh-alpha'],1,大魚大肉吃膩了！試試這道白菜燒豆腐，做法簡單，好吃又下飯 roadstert.com/d/78E… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-09-01,https://www.threads.com/@jbn03297/post/Dcul8POE2dc,https://roadstert.com/d/93CE1928,,,0.0,roadstert.com,['qsh-alpha'],1,主人心梗離世后，貓咪守著舊褲子三天不進食！鼻尖蹭褲腰的瞬間讓人淚崩 roadstert.com/d/93C… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-31,https://www.threads.com/@jbn03297/post/DctKXC-k4n1,https://roadstert.com/d/B55D9ABE,,,5.0,roadstert.com,['qsh-alpha'],1,垃圾桶旁撿到一隻柯基，30多度的暴曬，路人好心帶去醫院，第三天用一個動作暖哭所有人 roadstert.com/d/B55… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-31,https://www.threads.com/@arrietlinor3235/post/DctI_K6kxkw,https://roadstert.com/d/193A924E,,,0.0,roadstert.com,['qsh-alpha'],1,一口氣刷完8集，Netflix這部劇集又爆了！ roadstert.com/d/193… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-08-31,https://www.threads.com/@qhw39489/post/Dcsl-3bD3X9,https://roadstert.com/d/BA8FF7CA,,,2.0,roadstert.com,['qsh-alpha'],1,這個涼拌三文魚真的太過癮了！酸辣開胃巨好吃，清清爽爽一點也不膩 roadstert.com/d/BA8… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-31,https://www.threads.com/@jbn03297/post/DcsgC57kw_m,https://roadstert.com/d/65402CA4,,,0.0,roadstert.com,['qsh-alpha'],1,屏東萬丹綠鬣蜥超氾濫！農民快瘋了，1晚抓百隻超恐怖畫面曝 roadstert.com/d/654… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-31,https://www.threads.com/@arrietlinor3235/post/DcsVZxkk_se,https://roadstert.com/d/341F6854,,,0.0,roadstert.com,['qsh-alpha'],1,給今年韓國懸疑劇排個名，你旁觀的罪第8，親愛的 X第4，第1封神 roadstert.com/d/341… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-31,https://www.threads.com/@arrietlinor3235/post/DcrwUzzk4a7,https://roadstert.com/d/24A380A6,,,0.0,roadstert.com,['qsh-alpha'],1,給今年韓國懸疑劇排個名，你旁觀的罪第8，親愛的 X第4，第1封神 roadstert.com/d/24A… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-30,https://www.threads.com/@jbn03297/post/DcqjVUBkx_B,https://roadstert.com/d/5D41197C,,,1.0,roadstert.com,['qsh-alpha'],1,鸚鵡養成干尸！女主人痛哭流涕，獸醫曝「致命疏失」網怒轟：無知害命 roadstert.com/d/5D4… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-30,https://www.threads.com/@jbn03297/post/DcqL_L-nThn,https://roadstert.com/d/C89A89B6,,,3.0,roadstert.com,['qsh-alpha'],1,去年冬天撿到一隻流浪狗，因主人搬家被丟棄，遇好心人用棉襖裹住它，沒想到看到它的後背瞬間鼻酸 roadstert.com/d/C89… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-30,https://www.threads.com/@arrietlinor3235/post/Dcp_zKNEbOt,https://roadstert.com/d/B16469C2,,,0.0,roadstert.com,['qsh-alpha'],1,《親愛的X》熱播，「三金」結局令人唏噓 roadstert.com/d/B16… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-08-30,https://www.threads.com/@qhw39489/post/Dcp9zLxD4Bg,https://roadstert.com/d/595A698B,,,0.0,roadstert.com,['qsh-alpha'],1,免揉麵！這款「香蔥恰巴塔」香到讓人站不穩，簡單易上手 roadstert.com/d/595… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-30,https://www.threads.com/@arrietlinor3235/post/DcphllLkxh7,https://roadstert.com/d/8A814A53,,,1.0,roadstert.com,['qsh-alpha'],1,金世正第一部古裝劇殺瘋了！古裝版《秘密花園》，男女主靈魂互換，第一集就笑到停不下來 roadstert.com/d/8A8… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-30,https://www.threads.com/@arrietlinor3235/post/DcpOtFgE1-K,https://roadstert.com/d/9199B22C,,,0.0,roadstert.com,['qsh-alpha'],1,劇王重磅回歸！直接韓劇年度視冠！原汁原味原配方，一集根本不夠看！ roadstert.com/d/919… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-29,https://www.threads.com/@jbn03297/post/DcoEt-tk6Yj,https://roadstert.com/d/421AD68C,,,2.0,roadstert.com,['qsh-alpha'],1,男子發現「狗狗」落水，本想上前營救，仔細一看卻嚇出一身冷汗！ roadstert.com/d/421… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-08-29,https://www.threads.com/@qhw39489/post/Dcnd2umD6DM,https://roadstert.com/d/6EDD61CB,,,0.0,roadstert.com,['qsh-alpha'],1,我爸珍藏十年的平底鍋神作！茄子煎出焦糖邊，淋上秘製醬料香辣下飯 roadstert.com/d/6ED… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-29,https://www.threads.com/@jbn03297/post/DcnY29ukYP2,https://roadstert.com/d/2EAD869B,,,1.0,roadstert.com,['qsh-alpha'],1,主人周末加班，貓咪用爪爪拉住主人襪子不讓走，網友被萌到缺氧：快請假陪牠啦～ roadstert.com/d/2EA… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-29,https://www.threads.com/@arrietlinor3235/post/DcnWzKokwKV,https://roadstert.com/d/8785F39E,,,0.0,roadstert.com,['qsh-alpha'],1,主演加起來251歲！韓國電影再次「封神」，太療愈好哭，全網零差評 roadstert.com/d/878… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-29,https://www.threads.com/@arrietlinor3235/post/Dcm3joZE4KJ,https://roadstert.com/d/9293443E,,,0.0,roadstert.com,['qsh-alpha'],1,笑著笑著就哭了的神作！5分鐘就能入戲，被讚韓版《歡樂頌》 roadstert.com/d/929… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-08-29,https://www.threads.com/@qhw39489/post/Dcm2Qs1jydq,https://roadstert.com/d/EDD09F9F,,,0.0,roadstert.com,['qsh-alpha'],1,香到鄰居敲門的黑椒牛肉燜面！牛肉嫩滑醬汁濃稠，每根面條都掛滿靈魂黑椒汁 roadstert.com/d/EDD… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-29,https://www.threads.com/@arrietlinor3235/post/DcmoG3Ik-13,https://roadstert.com/d/F2C5DD16,,,0.0,roadstert.com,['qsh-alpha'],1,媽呀！Netflix新劇！許光漢勇闖韓娛！首部韓劇迷暈韓國人 roadstert.com/d/F2C… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,jbn03297,2026-08-28,https://www.threads.com/@jbn03297/post/DclkeQSk8yM,https://roadstert.com/d/D3DFADE2,,,1.0,roadstert.com,['qsh-alpha'],1,落單北極熊幼崽主動向人求助，混到一份「包吃包住」的好「工作」 roadstert.com/d/D3D… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,arrietlinor3235,2026-08-28,https://www.threads.com/@arrietlinor3235/post/DclBHC2k63l,https://roadstert.com/d/6618E581,,,0.0,roadstert.com,['qsh-alpha'],1,一集一個鬼！一集死一個！村里沒一個活人！我一口氣看兩季！ roadstert.com/d/661… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,qhw39489,2026-08-28,https://www.threads.com/@qhw39489/post/DckplD9jx74,https://roadstert.com/d/FD05F4F0,,,0.0,roadstert.com,['qsh-alpha'],1,雞蛋蝦仁抱豆腐巨好吃，有幸在親戚家吃過一回，被驚艷到了！ roadstert.com/d/FD0… 2 / 2,sweep_b1_hits.csv
2026-09-05_13-23-41,qsh-alpha,roadstert.com,hia153866,2026-08-28,https://www.threads.com/@hia153866/post/Dckkh1kE2se,https://roadstert.com/d/7A2F8B4B,,,0.0,roadstert.com,['qsh-alpha'],1,醋泡黑豆太厲害了，老公堅持了一段時間，頭髮黑了，睡眠好了，腰不酸腿不疼，感覺輕鬆多了 roadstert.com/d/7A2… 2 / 2,sweep_b1_hits.csv
