編號,網域,創建日期,D3,D4,D5,entity,method,conf
292,www.loewetw.com.tw,2022-02-07T10:29:06,A,SHOP,ECOM,客林國際,rule-desc,H
293,etosr.top,2024-06-04T01:54:35,A,SHOP,ECOM,樂信,rule-desc,H
294,tw-gop.shop,2024-06-25T03:21:33,A,SHOP,ECOM,客林國際,rule-desc,H
295,bzvse.top,2024-01-06T06:38:06,A,SHOP,ECOM,樂信,rule-desc,H
296,dcire.top,2024-06-04T01:54:36,A,SHOP,ECOM,樂信,rule-desc,H
297,dvrtnnn.ink,2024-01-24T08:44:45,A,SHOP,ECOM,樂信,rule-desc,H
298,dreif.top,2024-03-19T07:05:37,A,SHOP,ECOM,樂信,rule-desc,H
299,szzlsz.top,2024-07-03T02:19:23,A,SHOP,ECOM,樂信,rule-desc,H
300,reimx.top,2024-02-19T01:36:42,A,SHOP,ECOM,樂信,rule-desc,H
301,xtw.qunfcar.top,2023-02-21T01:32:18,A,SHOP,ECOM,樂信,rule-desc,H
302,mmoos-p.fun,2023-01-04T15:59:22,A,SHOP,ECOM,樂信,rule-desc,H
303,lishenacc.shop,2024-06-13T11:26:49,A,SHOP,ECOM,樂信,rule-desc,H
304,wenbo.shop,2024-06-13T11:26:49,A,SHOP,ECOM,樂信,rule-desc,H
305,nugatfy.com,2023-09-27T06:59:40,A,SHOP,ECOM,樂信,rule-desc,H
306,byredotw.com.tw,2024-06-12T11:12:05,A,SHOP,ECOM,客林國際,rule-desc,H
307,zglu.store,2024-06-24T08:45:56,A,SHOP,ECOM,客林國際,rule-desc,H
308,yuzhiqq.shop,2024-06-02T07:47:01,A,SHOP,ECOM,樂信,rule-desc,H
309,colarese.top,2024-03-13T01:22:29,A,SHOP,ECOM,樂信,rule-desc,H
310,mojiaqi.shop,2024-04-08T12:40:17,A,SHOP,ECOM,樂信,rule-desc,H
311,snvcd.top,2024-02-19T01:36:41,A,SHOP,ECOM,樂信,rule-desc,H
312,www.szzlsz.top,2024-07-03T02:19:23,A,SHOP,ECOM,樂信,rule-desc,H
313,cvsnd.top,2024-03-19T07:05:39,A,SHOP,ECOM,樂信,rule-desc,H
314,dvrtkkk.ink,2024-01-24T08:44:53,A,SHOP,ECOM,樂信,rule-desc,H
315,deica.top,2024-01-06T06:38:04,A,SHOP,ECOM,樂信,rule-desc,H
316,bituc.top,2024-01-05T01:59:39,A,SHOP,ECOM,樂信,rule-desc,H
317,ehivr.top,2023-08-28T07:46:53,A,SHOP,ECOM,樂信,rule-desc,H
318,raiue.top,2023-03-02T06:35:29,A,SHOP,ECOM,樂信,rule-desc,H
319,www.shopmallbooks.com,2024-06-27T13:32:25,A,SHOP,ECOM,博客來,rule-desc,H
320,shopmallbooks.com,2024-06-27T13:32:25,A,SHOP,ECOM,博客來,rule-desc,H
321,acmsre.com,2022-12-27T02:08:42,A,SHOP,ECOM,樂信,rule-desc,H
322,dvrtmmm.ink,2024-01-24T08:44:43,A,SHOP,ECOM,樂信,rule-desc,H
323,duior.store,2024-01-02T03:38:42,U,OTHER,,客制化科技,rule-industry,L
324,girtod.com,2022-12-01T09:10:15,A,SHOP,ECOM,樂信,rule-desc,H
325,biksu.top,2022-12-27T02:08:39,A,SHOP,ECOM,樂信,rule-desc,H
326,uitr.store,2024-07-02T07:34:36,A,SHOP,ECOM,客林國際,rule-desc,H
327,ceysa.top,2022-12-27T02:08:38,A,SHOP,ECOM,樂信,rule-desc,H
328,msoitu.com,2022-09-20T07:40:07,A,SHOP,ECOM,樂信,rule-desc,H
329,wetra.top,2024-01-23T08:23:53,A,SHOP,ECOM,樂信,rule-desc,H
330,www.shopingbooksmall.com,2024-06-27T13:32:24,A,SHOP,ECOM,博客來,rule-desc,H
331,tw06.shopeelem.xyz,2024-06-30T04:30:41,A,SHOP,ECOM,蝦皮,rule-desc,H
332,www.gebqwzo.xyz,2024-06-23T04:36:09,A,SHOP,ECOM,蝦皮,rule-desc,H
333,tw83.shopeeta.cyou,2024-07-07T11:51:33,A,SHOP,ECOM,蝦皮,rule-desc,H
334,shopeeta.sbs,2024-07-07T11:51:32,A,SHOP,ECOM,蝦皮,rule-desc,H
335,shopingbooksmall.com,2024-06-27T13:32:24,A,SHOP,ECOM,博客來,rule-desc,H
336,shopeelem.xyz,2024-06-30T04:30:41,A,SHOP,ECOM,蝦皮,rule-desc,H
337,gebqwzo.xyz,2024-06-23T04:36:09,A,SHOP,ECOM,蝦皮,rule-desc,H
338,shopeeta.cyou,2024-07-07T11:51:33,A,SHOP,ECOM,蝦皮,rule-desc,H
339,www.diptyque-store.com.tw,2024-04-19T10:19:05,A,SHOP,ECOM,客林國際,rule-desc,H
340,diptyque-store.com.tw,2024-04-19T10:19:05,A,SHOP,ECOM,客林國際,rule-desc,H
341,www.101shop.tw,2024-06-27T08:59:06,A,SHOP,ECOM,客林國際,rule-desc,H
342,101shop.tw,2024-06-27T08:59:06,A,SHOP,ECOM,客林國際,rule-desc,H
343,jrsjk.top,2023-11-30T18:24:59,A,SHOP,ECOM,博客來,rule-desc,H
344,www.books-mall.com,2024-07-10T13:38:55,A,SHOP,ECOM,博客來,rule-desc,H
345,burax.top,2024-03-19T07:05:40,A,SHOP,ECOM,樂信,rule-desc,H
346,fciort.com,2023-07-05T08:38:06,A,SHOP,ECOM,樂信,rule-desc,H
347,rmatc.top,2022-06-05T15:06:14,A,SHOP,ECOM,樂信,rule-desc,H
348,books-mall.com,2024-07-10T13:38:55,A,SHOP,ECOM,博客來,rule-desc,H
349,hmgf.store,2024-07-18T09:43:14,A,SHOP,ECOM,客林國際,rule-desc,H
350,geuis.top,2024-07-19T03:34:51,A,SHOP,ECOM,樂信,rule-desc,H
351,bxiuo.top,2024-07-31T01:03:17,A,SHOP,ECOM,樂信,rule-desc,H
352,djxyyds.com,2023-10-19T01:47:01,A,SHOP,ECOM,樂信,rule-desc,H
353,djxyyds.store,2023-10-19T01:46:50,A,SHOP,ECOM,樂信,rule-desc,H
354,siktn.top,2023-07-05T08:37:55,A,SHOP,ECOM,樂信,rule-desc,H
355,ateosn.com,2024-07-26T08:53:19,A,SHOP,ECOM,樂信,rule-desc,H
356,huplb.cn,2024-02-18T09:36:44,A,SHOP,ECOM,蝦皮,rule-desc,H
357,www.rakutenshp.com,2024-06-06T11:06:27,A,SHOP,ECOM,台灣樂天,rule-desc,H
358,www.rakutenops.com,2024-05-12T05:30:04,A,SHOP,ECOM,台灣樂天,rule-desc,H
359,www.rakutensop.com,2024-07-12T11:32:45,A,SHOP,ECOM,台灣樂天,rule-desc,H
360,rakutenshp.com,2024-06-06T11:06:27,A,SHOP,ECOM,台灣樂天,rule-desc,H
361,rakutenops.com,2024-05-12T05:30:04,A,SHOP,ECOM,台灣樂天,rule-desc,H
362,rakutensop.com,2024-07-12T11:32:45,A,SHOP,ECOM,台灣樂天,rule-desc,H
363,cnurd.top,2024-07-30T06:23:47,A,SHOP,ECOM,樂信,rule-desc,H
364,www.byredotaiwan.com,2024-08-01T08:45:04,A,SHOP,ECOM,客林國際,rule-desc,H
365,www.rakutensp.com,2024-07-12T11:32:51,A,SHOP,ECOM,台灣樂天,rule-desc,H
366,byredotaiwan.com,2024-08-01T08:45:04,A,SHOP,ECOM,客林國際,rule-desc,H
367,rakutensp.com,2024-07-12T11:32:51,A,SHOP,ECOM,台灣樂天,rule-desc,H
368,www.rakutentcstore.com.tw,2024-08-16T20:37:49,A,SHOP,ECOM,台灣樂天,rule-desc,H
369,rakutentcstore.com.tw,2024-08-16T20:37:49,A,SHOP,ECOM,台灣樂天,rule-desc,H
370,fmiev.top,2024-07-30T06:23:43,A,SHOP,ECOM,樂信,rule-desc,H
371,toecrs.com,2023-06-08T08:40:44,A,SHOP,ECOM,樂信,rule-desc,H
372,euomi.top,2024-08-14T02:17:38,A,SHOP,ECOM,樂信,rule-desc,H
373,fcoun.top,2024-08-14T02:17:37,A,SHOP,ECOM,樂信,rule-desc,H
374,dvrtmmm.com,2024-01-24T08:45:02,A,SHOP,ECOM,樂信,rule-desc,H
375,tw.puaqs.live,2023-10-27T02:49:04,A,SHOP,ECOM,樂信,rule-desc,H
376,tw51.shopeetpb.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
377,shopeehk.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
378,puaqs.live,2023-10-27T02:49:04,A,SHOP,ECOM,樂信,rule-desc,H
379,shopeetpb.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
380,omitu.top,2023-06-08T08:40:40,A,SHOP,ECOM,樂信,rule-desc,H
381,guzts.top,2024-07-30T06:23:42,A,SHOP,ECOM,樂信,rule-desc,H
382,appwap.plus6688.com,2024-05-17T14:37:21,A,SHOP,ECOM,博客來,rule-desc,H
383,plus6688.com,2024-05-17T14:37:21,A,SHOP,ECOM,博客來,rule-desc,H
384,d5nsid.top,2024-08-07T03:53:18,A,SHOP,ECOM,博客來,rule-desc,H
385,p3mzj.top,2024-08-04T09:40:56,A,SHOP,ECOM,博客來,rule-desc,H
386,kfcs.life,2024-04-09T07:19:52,A,SHOP,ECOM,樂信,rule-desc,H
387,dzmst.top,2024-07-30T06:23:46,A,SHOP,ECOM,樂信,rule-desc,H
388,czoiw.top,2024-06-04T01:54:37,A,SHOP,ECOM,樂信,rule-desc,H
389,qgzhba.life,2024-01-10T02:10:25,A,SHOP,ECOM,樂信,rule-desc,H
390,tw06.shopeeaurywy.shop,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
391,fzyixh.cfd,2024-08-14T13:02:01,A,SHOP,ECOM,蝦皮,rule-desc,H
392,shopieee11ikf.com,2024-07-01T09:26:18,A,SHOP,ECOM,蝦皮,rule-desc,H
393,tw40.shopeefek.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
394,tw11.shopeexqn.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
395,tw02.shopeexqn.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
396,www.rakutenrcstoress.com,2024-08-20T04:24:28,A,SHOP,ECOM,台灣樂天,rule-desc,H
397,shopeefek.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
398,shopeexqn.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
399,rakutenrcstoress.com,2024-08-20T04:24:28,A,SHOP,ECOM,台灣樂天,rule-desc,H
400,shopeeaurywy.shop,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
401,www.eintph.top,2024-07-15T03:42:11,A,SHOP,ECOM,台灣樂天,rule-desc,H
402,eintph.top,2024-07-15T03:42:11,A,SHOP,ECOM,台灣樂天,rule-desc,H
403,icusa.top,2024-07-30T06:23:40,A,SHOP,ECOM,樂信,rule-desc,H
404,jkosu.top,2024-08-23T02:45:09,A,SHOP,ECOM,樂信,rule-desc,H
405,sarid.top,2024-08-14T02:17:36,A,SHOP,ECOM,樂信,rule-desc,H
406,tw60.shopeetbl.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
407,shopeemjz.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
408,36tw.shoppe5.cyou,2024-08-27T04:38:14,A,SHOP,ECOM,蝦皮,rule-desc,H
409,www.shoppel.icu,2024-08-27T04:38:14,A,SHOP,ECOM,蝦皮,rule-desc,H
410,37tw.shoppe5.cyou,2024-08-27T04:38:14,A,SHOP,ECOM,蝦皮,rule-desc,H
411,www.maison-margiela-taiwan.com,2024-08-01T08:44:04,A,SHOP,ECOM,客林國際,rule-desc,H
412,shopeetbl.buzz,2024-07-19T01:24:53,A,SHOP,ECOM,蝦皮,rule-desc,H
413,shoppe5.cyou,2024-08-27T04:38:14,A,SHOP,ECOM,蝦皮,rule-desc,H
414,shoppel.icu,2024-08-27T04:38:14,A,SHOP,ECOM,蝦皮,rule-desc,H
415,maison-margiela-taiwan.com,2024-08-01T08:44:04,A,SHOP,ECOM,客林國際,rule-desc,H
416,www.rakutenaffilia.com,2024-08-28T13:06:04,A,SHOP,ECOM,台灣樂天,rule-desc,H
417,rakutenaffilia.com,2024-08-28T13:06:04,A,SHOP,ECOM,台灣樂天,rule-desc,H
418,msuvt.top,2024-09-02T06:11:59,A,SHOP,ECOM,樂信,rule-desc,H
419,atnbe.top,2024-08-23T02:45:18,A,SHOP,ECOM,樂信,rule-desc,H
420,www.rakutsenaffilike.com,2024-09-05T08:08:13,A,SHOP,ECOM,台灣樂天,rule-desc,H
421,rakutsenaffilike.com,2024-09-05T08:08:13,A,SHOP,ECOM,台灣樂天,rule-desc,H
422,www.rakutaenaffiliec.com,2024-09-05T08:08:19,A,SHOP,ECOM,台灣樂天,rule-desc,H
423,cftrrr.top,2023-08-16T02:45:45,A,SHOP,ECOM,樂信,rule-desc,H
424,rakutaenaffiliec.com,2024-09-05T08:08:19,A,SHOP,ECOM,台灣樂天,rule-desc,H
425,bvoex.top,2024-08-23T02:45:17,A,SHOP,ECOM,樂信,rule-desc,H
426,www.shopsrakuten.com,2024-09-11T03:32:21,A,SHOP,ECOM,台灣樂天,rule-desc,H
427,tw33.shopeedpodxa.cyou,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
428,shopeepeeiws.sbs,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
429,shopsrakuten.com,2024-09-11T03:32:21,A,SHOP,ECOM,台灣樂天,rule-desc,H
430,www.shoprakutens.com,2024-09-11T03:32:24,A,SHOP,ECOM,台灣樂天,rule-desc,H
431,shoprakutens.com,2024-09-11T03:32:24,A,SHOP,ECOM,台灣樂天,rule-desc,H
432,deszv.top,2024-08-23T02:45:14,A,SHOP,ECOM,樂信,rule-desc,H
433,qvcik.top,2024-09-02T06:11:55,A,SHOP,ECOM,樂信,rule-desc,H
434,10twq.shopeetw.me,2024-09-03T10:20:30,A,SHOP,ECOM,蝦皮,rule-desc,H
435,www.shoppet.ink,2024-09-04T06:20:06,A,SHOP,ECOM,蝦皮,rule-desc,H
436,tw02.shopeesheqcp.shop,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
437,shopeedsqhue.cyou,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
438,shopeetw.me,2024-09-03T10:20:30,A,SHOP,ECOM,蝦皮,rule-desc,H
439,shoppet.ink,2024-09-04T06:20:06,A,SHOP,ECOM,蝦皮,rule-desc,H
440,shopeesheqcp.shop,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
441,www.shopvrakuten.com,2024-09-13T10:53:01,A,SHOP,ECOM,台灣樂天,rule-desc,H
442,shopvrakuten.com,2024-09-13T10:53:01,A,SHOP,ECOM,台灣樂天,rule-desc,H
443,gsrib.top,2024-08-23T02:45:12,A,SHOP,ECOM,樂信,rule-desc,H
444,cftrrr.com,2023-08-16T02:45:46,A,SHOP,ECOM,樂信,rule-desc,H
445,pxiub.top,2024-09-02T06:11:56,A,SHOP,ECOM,樂信,rule-desc,H
446,nnkkea.life,2024-03-29T03:37:37,A,SHOP,ECOM,樂信,rule-desc,H
447,howid.top,2024-08-23T02:45:11,A,SHOP,ECOM,樂信,rule-desc,H
448,tw-35tw.shoppe-tw.icu,2024-09-18T04:55:14,A,SHOP,ECOM,蝦皮,rule-desc,H
449,shoppe.shoppe-tw.cyou,2024-09-18T04:55:14,A,SHOP,ECOM,蝦皮,rule-desc,H
450,tw-06tw.shoppe-tw.icu,2024-09-18T04:55:14,A,SHOP,ECOM,蝦皮,rule-desc,H
451,nkdoctortw.store,2024-07-09T06:52:07,A,SHOP,ECOM,樂信,rule-desc,H
452,shoppe-tw.icu,2024-09-18T04:55:14,A,SHOP,ECOM,蝦皮,rule-desc,H
453,shoppe-tw.cyou,2024-09-18T04:55:14,A,SHOP,ECOM,蝦皮,rule-desc,H
454,www.qrwdcvmall.shop,2024-10-08T10:27:19,A,SHOP,ECOM,樂信,rule-desc,H
455,asilang.life,2024-06-03T07:21:50,A,SHOP,ECOM,樂信,rule-desc,H
456,patke.top,2024-09-18T07:54:21,A,SHOP,ECOM,樂信,rule-desc,H
457,qrwdcvmall.shop,2024-10-08T10:27:19,A,SHOP,ECOM,樂信,rule-desc,H
458,www.opyumall.shop,2024-09-28T06:47:43,A,SHOP,ECOM,樂信,rule-desc,H
459,xvbhe.fun,2024-09-26T02:10:25,A,SHOP,ECOM,樂信,rule-desc,H
460,opyumall.shop,2024-09-28T06:47:43,A,SHOP,ECOM,樂信,rule-desc,H
461,koalo.online,2024-09-10T07:27:07,A,SHOP,ECOM,樂信,rule-desc,H
462,tw21.shopeesya.shop,2024-09-08T03:00:56,A,SHOP,ECOM,蝦皮,rule-desc,H
463,shopeeivx.shop,2024-09-08T03:01:02,A,SHOP,ECOM,蝦皮,rule-desc,H
464,tw08.shopeesya.shop,2024-09-08T03:00:56,A,SHOP,ECOM,蝦皮,rule-desc,H
465,tw06.shopeesya.shop,2024-09-08T03:00:56,A,SHOP,ECOM,蝦皮,rule-desc,H
466,shopeesya.shop,2024-09-08T03:00:56,A,SHOP,ECOM,蝦皮,rule-desc,H
467,ibeuz.top,2024-09-05T01:02:26,A,SHOP,ECOM,樂信,rule-desc,H
468,www.shoprakutenc.com,2024-09-13T08:11:03,A,SHOP,ECOM,台灣樂天,rule-desc,H
469,shoprakutenc.com,2024-09-13T08:11:03,A,SHOP,ECOM,台灣樂天,rule-desc,H
470,jitcz.top,2024-09-05T01:02:25,A,SHOP,ECOM,樂信,rule-desc,H
471,abrnc.top,2024-01-06T06:38:07,A,SHOP,ECOM,樂信,rule-desc,H
472,www.shoprakutenk.com,2024-09-25T06:23:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
473,shoprakutenk.com,2024-09-25T06:23:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
474,tw07.shopeero.shop,2024-09-08T03:01:02,A,SHOP,ECOM,蝦皮,rule-desc,H
475,www.shopeelty.shop,2024-09-08T03:01:04,A,SHOP,ECOM,蝦皮,rule-desc,H
476,tw73.shopeeeaeczb.cfd,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
477,shopeero.shop,2024-09-08T03:01:02,A,SHOP,ECOM,蝦皮,rule-desc,H
478,shopeelty.shop,2024-09-08T03:01:04,A,SHOP,ECOM,蝦皮,rule-desc,H
479,shopeeeaeczb.cfd,2024-08-14T13:01:58,A,SHOP,ECOM,蝦皮,rule-desc,H
480,tw-34.shoppe2.cyou,2024-10-19T15:44:09,A,SHOP,ECOM,蝦皮,rule-desc,H
481,shopee.shoppe5.icu,2024-10-19T15:44:09,A,SHOP,ECOM,蝦皮,rule-desc,H
482,shoppe2.cyou,2024-10-19T15:44:09,A,SHOP,ECOM,蝦皮,rule-desc,H
483,shoppe5.icu,2024-10-19T15:44:09,A,SHOP,ECOM,蝦皮,rule-desc,H
484,tzsix.top,2024-09-18T08:36:58,A,SHOP,ECOM,樂信,rule-desc,H
485,www.shoprakutenh.com,2024-09-27T08:04:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
486,shoprakutenh.com,2024-09-27T08:04:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
487,shop.shopeekysjfp.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
488,tw01.shopeesya.sbs,2024-09-08T03:00:51,A,SHOP,ECOM,蝦皮,rule-desc,H
489,tw89.shopeesya.sbs,2024-09-08T03:00:51,A,SHOP,ECOM,蝦皮,rule-desc,H
490,tw31.shopeexfewfv.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
491,tw.shopeexfewfv.sbs,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
492,tw89.shopeexfewfv.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
493,tw13.shopeexfewfv.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
494,shopeekysjfp.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
495,shopeesya.sbs,2024-09-08T03:00:51,A,SHOP,ECOM,蝦皮,rule-desc,H
496,shopeexfewfv.cfd,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
497,shopeexfewfv.sbs,2024-08-14T13:01:59,A,SHOP,ECOM,蝦皮,rule-desc,H
498,stkzd.top,2024-09-18T07:54:24,A,SHOP,ECOM,樂信,rule-desc,H
499,dcvfrr.top,2024-08-07T08:13:53,A,SHOP,ECOM,樂信,rule-desc,H
500,rakutenmerchant.com,2024-10-30T07:13:02,A,SHOP,ECOM,台灣樂天,rule-desc,H
501,gucke.top,2024-09-30T01:04:16,A,SHOP,ECOM,樂信,rule-desc,H
502,cbieo.top,2024-04-11T02:31:03,A,SHOP,ECOM,樂信,rule-desc,H
503,tw.songguo.lat,2024-10-29T10:32:07,A,SHOP,ECOM,創業家兄弟,rule-desc,H
504,songguo.lat,2024-10-29T10:32:07,A,SHOP,ECOM,創業家兄弟,rule-desc,H
505,www.shoprakutenw.com,2024-09-27T08:04:56,A,SHOP,ECOM,台灣樂天,rule-desc,H
506,shoprakutenw.com,2024-09-27T08:04:56,A,SHOP,ECOM,台灣樂天,rule-desc,H
507,tw76.shopeehde.cyou,2024-10-30T04:43:38,A,SHOP,ECOM,蝦皮,rule-desc,H
508,ser.shopeehde.sbs,2024-10-30T04:43:38,A,SHOP,ECOM,蝦皮,rule-desc,H
509,rakuten.kiaitofu.com,2024-03-03T19:28:42,A,SHOP,ECOM,台灣樂天,rule-desc,H
510,shopeehde.cyou,2024-10-30T04:43:38,A,SHOP,ECOM,蝦皮,rule-desc,H
511,shopeehde.sbs,2024-10-30T04:43:38,A,SHOP,ECOM,蝦皮,rule-desc,H
512,kiaitofu.com,2024-03-03T19:28:42,A,SHOP,ECOM,台灣樂天,rule-desc,H
513,www.rakutenspa.com,2024-10-28T01:47:07,A,SHOP,ECOM,台灣樂天,rule-desc,H
514,rakutenspa.com,2024-10-28T01:47:07,A,SHOP,ECOM,台灣樂天,rule-desc,H
515,www.shopnowa.top,2024-11-03T11:58:42,A,SHOP,ECOM,蝦皮,rule-desc,H
516,shopnowa.top,2024-11-03T11:58:42,A,SHOP,ECOM,蝦皮,rule-desc,H
517,hkgouwuche.store,2024-02-19T04:04:45,A,SHOP,ECOM,東森購物,rule-desc,H
518,jkd.fakers.site,2024-11-04T08:45:25,A,SHOP,ECOM,樂信,rule-desc,H
519,rakutenme.icu,2024-10-30T09:33:24,A,SHOP,ECOM,台灣樂天,rule-desc,H
520,rakuten.ezomgido.com,2024-03-04T19:18:17,A,SHOP,ECOM,台灣樂天,rule-desc,H
521,fakers.site,2024-11-04T08:45:25,A,SHOP,ECOM,樂信,rule-desc,H
522,ezomgido.com,2024-03-04T19:18:17,A,SHOP,ECOM,台灣樂天,rule-desc,H
523,www.diptyque-candle.com.tw,2024-07-04T14:01:06,A,SHOP,ECOM,客林國際,rule-desc,H
524,diptyque-candle.com.tw,2024-07-04T14:01:06,A,SHOP,ECOM,客林國際,rule-desc,H
525,rakutenli.com,2024-11-19T10:28:02,A,SHOP,ECOM,台灣樂天,rule-desc,H
526,www.anydesk-en.com,2024-11-08T05:14:32,A,SHOP,ECOM,富邦,rule-desc,H
527,anydesk-en.com,2024-11-08T05:14:32,A,SHOP,ECOM,富邦,rule-desc,H
528,rakuten.atresabz.com,2024-03-06T19:02:37,A,SHOP,ECOM,台灣樂天,rule-desc,H
529,xa.fakers.store,2024-11-04T08:45:24,A,SHOP,ECOM,樂信,rule-desc,H
530,rd.drnk.site,2024-11-19T17:25:57,A,SHOP,ECOM,樂信,rule-desc,H
531,atresabz.com,2024-03-06T19:02:37,A,SHOP,ECOM,台灣樂天,rule-desc,H
532,fakers.store,2024-11-04T08:45:24,A,SHOP,ECOM,樂信,rule-desc,H
533,drnk.site,2024-11-19T17:25:57,A,SHOP,ECOM,樂信,rule-desc,H
534,isnvb.top,2024-11-04T07:22:48,A,SHOP,ECOM,樂信,rule-desc,H
535,zsgeg.store,2024-11-18T09:54:27,A,SHOP,ECOM,momo,rule-desc,H
536,cxodb.fun,2024-11-05T02:49:32,A,SHOP,ECOM,momo,rule-desc,H
537,coi4.vercel.app,2020-01-28T03:03:04,A,SHOP,ECOM,Meta,rule-desc,H
538,www.couponetmalllife.com,2024-11-08T05:58:26,A,SHOP,ECOM,東森購物,rule-desc,H
539,www.masteretmalllife.com,2024-11-08T05:58:26,A,SHOP,ECOM,東森購物,rule-desc,H
540,catsscratches.weebly.com,2006-03-29T00:25:07,A,SHOP,TELCO,LINESTORE,rule-desc,H
541,app-lite.com,2024-01-29T12:42:35,U,SHOP,,(generic 一頁式),rule-generic,L
542,renata891.shop,2024-06-16T14:02:09,U,SHOP,,(generic 一頁式),rule-generic,L
543,jessicooi.shop,2024-06-16T14:02:14,U,SHOP,,(generic 一頁式),rule-generic,L
544,moneforyou.com,2024-11-05T10:45:44,U,SHOP,,(generic 一頁式),rule-generic,L
545,calicon098.top,2024-10-10T11:38:23,U,SHOP,,(generic 一頁式),rule-generic,L
546,xycg89.com,2024-07-08T14:19:33,U,SHOP,,(generic 一頁式),rule-generic,L
547,calmcalmew.top,2024-10-10T11:38:22,U,SHOP,,(generic 一頁式),rule-generic,L
548,gazebbe.top,2024-10-10T11:22:45,U,SHOP,,(generic 一頁式),rule-generic,L
549,xdfgf.fun,2024-11-08T02:43:20,U,SHOP,,(generic 一頁式),rule-generic,L
550,cfdg94.top,2023-07-10T07:53:30,A,SHOP,ECOM,樂信,rule-desc,H
551,abvca.fun,2024-11-02T03:18:45,A,SHOP,ECOM,樂信,rule-desc,H
552,rakutenhi.com,2024-11-28T07:35:09,A,SHOP,ECOM,台灣樂天,rule-desc,H
553,chat.ichiba.faq.rakuten-net.co,2024-12-09T07:37:09,A,SHOP,ECOM,台灣樂天,rule-desc,H
554,www.sallblood.site,2023-02-01T10:28:47,A,SHOP,ECOM,蝦皮,rule-desc,H
555,tw27.shopeeszk.cfd,2024-11-27T09:00:03,A,SHOP,ECOM,蝦皮,rule-desc,H
556,shopee.shopeefgx.cfd,2024-11-27T09:00:03,A,SHOP,ECOM,蝦皮,rule-desc,H
557,huid.fakers.store,2024-11-04T08:45:24,A,SHOP,ECOM,樂信,rule-desc,H
558,www.thom-browne.com.tw,2021-12-16T15:58:07,U,SHOP,,(generic 一頁式),rule-generic,L
559,htruz.top,2024-11-04T07:22:49,A,SHOP,ECOM,樂信,rule-desc,H
560,kthuis.com,2023-04-15T01:28:49,A,SHOP,ECOM,樂信,rule-desc,H
561,euind.top,2024-09-30T01:04:18,A,SHOP,ECOM,樂信,rule-desc,H
562,qzstv.top,2024-12-18T03:54:15,A,SHOP,ECOM,樂信,rule-desc,H
563,obiuk.top,2022-08-20T06:13:58,A,SHOP,ECOM,樂信,rule-desc,H
564,ibkcn.top,2024-12-16T08:54:49,A,SHOP,ECOM,樂信,rule-desc,H
565,oceis.top,2023-03-06T01:45:11,A,SHOP,ECOM,樂信,rule-desc,H
566,zhangken.fun,2023-12-15T06:06:15,U,SHOP,,(generic 一頁式),rule-generic,L
567,www.dc544e.shop,2024-04-23T11:03:25,U,SHOP,,(generic 一頁式),rule-generic,L
568,cabineter.top,2024-10-10T11:38:22,U,SHOP,,(generic 一頁式),rule-generic,L
569,tkgame.shop,2023-11-11T07:08:35,U,SHOP,,(generic 一頁式),rule-generic,L
570,pksqj.fun,2024-09-26T05:38:00,U,SHOP,,(generic 一頁式),rule-generic,L
